Empresa;Data;Close;Volume;Open;High;Low
Microsoft;06/23/2022;$258,86 ;25861450;$255,57 ;$259,37 ;$253,63 
Microsoft;06/22/2022;$253,13 ;25961220;$251,89 ;$257,17 ;$250,37 
Microsoft;06/21/2022;$253,74 ;29928300;$250,26 ;$254,75 ;$249,51 
Microsoft;06/17/2022;$247,65 ;43084780;$244,70 ;$250,50 ;$244,03 
Microsoft;06/16/2022;$244,97 ;33169160;$245,98 ;$247,42 ;$243,02 
Microsoft;06/15/2022;$251,76 ;33111730;$248,31 ;$255,30 ;$246,42 
Microsoft;06/14/2022;$244,49 ;28651490;$243,86 ;$245,74 ;$241,51 
Microsoft;06/13/2022;$242,26 ;46135790;$245,11 ;$249,02 ;$241,53 
Microsoft;06/10/2022;$252,99 ;31445840;$260,58 ;$260,58 ;$252,53 
Microsoft;06/09/2022;$264,79 ;26439730;$267,78 ;$272,71 ;$264,63 
Microsoft;06/08/2022;$270,41 ;17372340;$271,71 ;$273 ;$269,61 
Microsoft;06/07/2022;$272,50 ;22860680;$266,64 ;$273,13 ;$265,94 
Microsoft;06/06/2022;$268,75 ;22400340;$272,06 ;$274,18 ;$267,22 
Microsoft;06/03/2022;$270,02 ;28058960;$270,31 ;$273,45 ;$268,41 
Microsoft;06/02/2022;$274,58 ;44008210;$264,45 ;$274,65 ;$261,60 
Microsoft;06/01/2022;$272,42 ;25292170;$275,20 ;$277,69 ;$270,04 
Microsoft;05/31/2022;$271,87 ;37827700;$272,53 ;$274,77 ;$268,93 
Microsoft;05/27/2022;$273,24 ;26910810;$268,48 ;$273,34 ;$267,56 
Microsoft;05/26/2022;$265,90 ;25002110;$262,27 ;$267,11 ;$261,43 
Microsoft;05/25/2022;$262,52 ;28547950;$258,14 ;$264,58 ;$257,13 
Microsoft;05/24/2022;$259,62 ;29043900;$257,89 ;$261,33 ;$253,50 
Microsoft;05/23/2022;$260,65 ;33175380;$255,49 ;$261,50 ;$253,43 
Microsoft;05/20/2022;$252,56 ;39199280;$257,24 ;$258,54 ;$246,44 
Microsoft;05/19/2022;$253,14 ;32692290;$253,90 ;$257,67 ;$251,88 
Microsoft;05/18/2022;$254,08 ;31355990;$263 ;$263,60 ;$252,77 
Microsoft;05/17/2022;$266,82 ;28828800;$266,11 ;$268,33 ;$262,46 
Microsoft;05/16/2022;$261,50 ;32550930;$259,96 ;$265,82 ;$255,78 
Microsoft;05/13/2022;$261,12 ;34925090;$257,35 ;$263,04 ;$255,35 
Microsoft;05/12/2022;$255,35 ;51033800;$257,69 ;$259,88 ;$250,02 
Microsoft;05/11/2022;$260,55 ;48975900;$265,68 ;$271,36 ;$259,30 
Microsoft;05/10/2022;$269,50 ;39336420;$271,69 ;$273,75 ;$265,07 
Microsoft;05/09/2022;$264,58 ;47725950;$270,06 ;$272,36 ;$263,32 
Microsoft;05/06/2022;$274,73 ;37780320;$274,81 ;$279,25 ;$271,27 
Microsoft;05/05/2022;$277,35 ;43260390;$285,54 ;$286,35 ;$274,34 
Microsoft;05/04/2022;$289,98 ;33599320;$282,59 ;$290,88 ;$276,73 
Microsoft;05/03/2022;$281,78 ;25978610;$283,96 ;$284,13 ;$280,15 
Microsoft;05/02/2022;$284,47 ;35151110;$277,71 ;$284,94 ;$276,22 
Microsoft;04/29/2022;$277,52 ;37073920;$288,61 ;$289,88 ;$276,50 
Microsoft;04/28/2022;$289,63 ;33646570;$285,19 ;$290,98 ;$281,46 
Microsoft;04/27/2022;$283,22 ;63477690;$282,10 ;$290,97 ;$279,16 
Microsoft;04/26/2022;$270,22 ;46518450;$277,50 ;$278,36 ;$270 
Microsoft;04/25/2022;$280,72 ;35678850;$273,29 ;$281,11 ;$270,77 
Microsoft;04/22/2022;$274,03 ;29405800;$281,68 ;$283,20 ;$273,38 
Microsoft;04/21/2022;$280,81 ;29454590;$288,58 ;$293,30 ;$280,06 
Microsoft;04/20/2022;$286,36 ;22906670;$289,40 ;$289,70 ;$285,37 
Microsoft;04/19/2022;$285,30 ;22297720;$279,38 ;$286,17 ;$278,41 
Microsoft;04/18/2022;$280,52 ;20778000;$278,91 ;$282,46 ;$278,34 
Microsoft;04/14/2022;$279,83 ;28221610;$288,09 ;$288,31 ;$279,32 
Microsoft;04/13/2022;$287,62 ;21907180;$282,73 ;$288,58 ;$281,30 
Microsoft;04/12/2022;$282,06 ;30966720;$289,24 ;$290,74 ;$280,49 
Microsoft;04/11/2022;$285,26 ;34569260;$291,79 ;$292,61 ;$285 
Microsoft;04/08/2022;$296,97 ;24361920;$300,44 ;$301,12 ;$296,28 
Microsoft;04/07/2022;$301,37 ;31411160;$296,66 ;$303,65 ;$296,35 
Microsoft;04/06/2022;$299,50 ;40110370;$305,19 ;$307 ;$296,71 
Microsoft;04/05/2022;$310,88 ;23156720;$313,27 ;$314,87 ;$309,87 
Microsoft;04/04/2022;$314,97 ;24335870;$310,09 ;$315,11 ;$309,71 
Microsoft;04/01/2022;$309,42 ;27110530;$309,37 ;$310,13 ;$305,54 
Microsoft;03/31/2022;$308,31 ;33422070;$313,90 ;$315,14 ;$307,89 
Microsoft;03/30/2022;$313,86 ;28163560;$313,76 ;$315,95 ;$311,58 
Microsoft;03/29/2022;$315,41 ;30393400;$313,91 ;$315,82 ;$309,05 
Microsoft;03/28/2022;$310,70 ;29578190;$304,33 ;$310,80 ;$304,33 
Microsoft;03/25/2022;$303,68 ;22566450;$305,23 ;$305,50 ;$299,29 
Microsoft;03/24/2022;$304,10 ;24484460;$299,14 ;$304,20 ;$298,32 
Microsoft;03/23/2022;$299,49 ;25715380;$300,51 ;$303,23 ;$297,72 
Microsoft;03/22/2022;$304,06 ;27599690;$299,80 ;$305 ;$298,77 
Microsoft;03/21/2022;$299,16 ;28351250;$298,89 ;$300,14 ;$294,90 
Microsoft;03/18/2022;$300,43 ;43390630;$295,37 ;$301 ;$292,73 
Microsoft;03/17/2022;$295,22 ;30816630;$293,29 ;$295,61 ;$289,37 
Microsoft;03/16/2022;$294,39 ;37826330;$289,11 ;$294,57 ;$283,20 
Microsoft;03/15/2022;$287,15 ;34245090;$280,35 ;$287,82 ;$278,73 
Microsoft;03/14/2022;$276,44 ;30660750;$280,34 ;$285,40 ;$275,82 
Microsoft;03/11/2022;$280,07 ;27209330;$287,96 ;$289,51 ;$279,43 
Microsoft;03/10/2022;$285,59 ;30628010;$283,02 ;$286,60 ;$280,58 
Microsoft;03/09/2022;$288,50 ;35204480;$283,44 ;$289,60 ;$280,78 
Microsoft;03/08/2022;$275,85 ;48159480;$277,80 ;$283,96 ;$270 
Microsoft;03/07/2022;$278,91 ;43157180;$288,53 ;$289,69 ;$278,53 
Microsoft;03/04/2022;$289,86 ;32369660;$294,29 ;$295,66 ;$287,17 
Microsoft;03/03/2022;$295,92 ;27314470;$302,89 ;$303,13 ;$294,05 
Microsoft;03/02/2022;$300,19 ;31873010;$295,36 ;$301,47 ;$293,70 
Microsoft;03/01/2022;$294,95 ;31217780;$296,40 ;$299,97 ;$292,15 
Microsoft;02/28/2022;$298,79 ;34627460;$294,31 ;$299,14 ;$293 
Microsoft;02/25/2022;$297,31 ;32546720;$295,14 ;$297,63 ;$291,66 
Microsoft;02/24/2022;$294,59 ;56989690;$272,51 ;$295,16 ;$271,52 
Microsoft;02/23/2022;$280,27 ;37811170;$290,18 ;$291,70 ;$280,10 
Tesla;02/23/2023;$202,07 ;146360000;$203,91 ;$205,14 ;$196,33 
Tesla;02/22/2023;$200,86 ;191828500;$197,93 ;$201,99 ;$191,78 
Tesla;02/21/2023;$197,37 ;180018600;$204,99 ;$209,71 ;$197,22 
Tesla;02/17/2023;$208,31 ;213738500;$199,99 ;$208,44 ;$197,50 
Tesla;02/16/2023;$202,04 ;229586500;$210,78 ;$217,65 ;$201,84 
Tesla;02/15/2023;$214,24 ;182108600;$211,76 ;$214,66 ;$206,11 
Tesla;02/14/2023;$209,25 ;216455700;$191,94 ;$209,82 ;$189,44 
Tesla;02/13/2023;$194,64 ;172475500;$194,42 ;$196,30 ;$187,61 
Tesla;02/10/2023;$196,89 ;204754100;$202,23 ;$206,20 ;$192,89 
Tesla;02/09/2023;$207,32 ;215431400;$207,78 ;$214 ;$204,77 
Tesla;02/08/2023;$201,29 ;180673600;$196,10 ;$203 ;$194,31 
Tesla;02/07/2023;$196,81 ;186010300;$196,43 ;$197,50 ;$189,55 
Tesla;02/06/2023;$194,76 ;186188100;$193,01 ;$198,17 ;$189,92 
Tesla;02/03/2023;$189,98 ;232662000;$183,95 ;$199 ;$183,69 
Tesla;02/02/2023;$188,27 ;217448300;$187,33 ;$196,75 ;$182,61 
Tesla;02/01/2023;$181,41 ;213806300;$173,89 ;$183,81 ;$169,93 
Tesla;01/31/2023;$173,22 ;196813500;$164,57 ;$174,30 ;$162,78 
Tesla;01/30/2023;$166,66 ;230878800;$178,05 ;$179,77 ;$166,50 
Tesla;01/27/2023;$177,90 ;306590600;$162,43 ;$180,68 ;$161,17 
Tesla;01/26/2023;$160,27 ;234815100;$159,97 ;$161,42 ;$154,76 
Tesla;01/25/2023;$144,43 ;192734300;$141,91 ;$146,41 ;$138,07 
Tesla;01/24/2023;$143,89 ;158699100;$143 ;$146,50 ;$141,10 
Tesla;01/23/2023;$143,75 ;203119200;$135,87 ;$145,38 ;$134,27 
Tesla;01/20/2023;$133,42 ;138858100;$128,68 ;$133,51 ;$127,35 
Tesla;01/19/2023;$127,17 ;170291900;$127,26 ;$129,99 ;$124,31 
Tesla;01/18/2023;$128,78 ;195680300;$136,56 ;$136,68 ;$127,01 
Tesla;01/17/2023;$131,49 ;186477000;$125,70 ;$131,70 ;$125,02 
Tesla;01/13/2023;$122,40 ;180714100;$116,55 ;$122,63 ;$115,60 
Tesla;01/12/2023;$123,56 ;169400900;$122,56 ;$124,13 ;$117 
Tesla;01/11/2023;$123,22 ;183810800;$122,09 ;$125,95 ;$120,51 
Tesla;01/10/2023;$118,85 ;167642500;$121,07 ;$122,76 ;$114,92 
Tesla;01/09/2023;$119,77 ;190284000;$118,96 ;$123,52 ;$117,11 
Tesla;01/06/2023;$113,06 ;220911100;$103 ;$114,39 ;$101,81 
Tesla;01/05/2023;$110,34 ;157986300;$110,51 ;$111,75 ;$107,16 
Tesla;01/04/2023;$113,64 ;180389000;$109,11 ;$114,59 ;$107,52 
Tesla;01/03/2023;$108,10 ;231402800;$118,47 ;$118,80 ;$104,64 
Tesla;12/30/2022;$123,18 ;157777300;$119,95 ;$124,48 ;$119,75 
Tesla;12/29/2022;$121,82 ;221923300;$120,39 ;$123,57 ;$117,50 
Tesla;12/28/2022;$112,71 ;221070500;$110,35 ;$116,27 ;$108,24 
Tesla;12/27/2022;$109,10 ;208643400;$117,50 ;$119,67 ;$108,76 
Tesla;12/23/2022;$123,15 ;166989700;$126,37 ;$128,62 ;$121,02 
Tesla;12/22/2022;$125,35 ;210090300;$136 ;$136,63 ;$122,26 
Tesla;12/21/2022;$137,57 ;145417400;$139,34 ;$141,26 ;$135,89 
Tesla;12/20/2022;$137,80 ;159563300;$146,05 ;$148,47 ;$137,66 
Tesla;12/19/2022;$149,87 ;139390600;$154 ;$155,25 ;$145,82 
Tesla;12/16/2022;$150,23 ;139032200;$159,64 ;$160,99 ;$150,04 
Tesla;12/15/2022;$157,67 ;122334500;$153,44 ;$160,93 ;$153,28 
Tesla;12/14/2022;$156,80 ;140682300;$159,25 ;$161,62 ;$155,31 
Tesla;12/13/2022;$160,95 ;175862700;$174,87 ;$175,05 ;$156,91 
Tesla;12/12/2022;$167,82 ;109794500;$176,10 ;$177,37 ;$167,52 
Tesla;12/09/2022;$179,05 ;104872300;$173,84 ;$182,50 ;$173,36 
Tesla;12/08/2022;$173,44 ;97624490;$172,20 ;$175,20 ;$169,06 
Tesla;12/07/2022;$174,04 ;84213280;$175,03 ;$179,38 ;$172,22 
Tesla;12/06/2022;$179,82 ;92150820;$181,22 ;$183,65 ;$175,33 
Tesla;12/05/2022;$182,45 ;93122670;$189,44 ;$191,27 ;$180,55 
Tesla;12/02/2022;$194,86 ;73645920;$191,78 ;$196,25 ;$191,11 
Tesla;12/01/2022;$194,70 ;80046210;$197,08 ;$198,92 ;$191,80 
Tesla;11/30/2022;$194,70 ;109186400;$182,43 ;$194,76 ;$180,63 
Tesla;11/29/2022;$180,83 ;83357110;$184,99 ;$186,38 ;$178,75 
Tesla;11/28/2022;$182,92 ;93038150;$179,96 ;$188,50 ;$179 
Tesla;11/25/2022;$182,86 ;50672740;$185,06 ;$185,20 ;$180,63 
Tesla;11/23/2022;$183,20 ;109536700;$173,57 ;$183,62 ;$172,50 
Tesla;11/22/2022;$169,91 ;78452330;$168,63 ;$170,92 ;$166,19 
Tesla;11/21/2022;$167,87 ;92882710;$175,85 ;$176,77 ;$167,54 
Tesla;11/18/2022;$180,19 ;76048870;$185,05 ;$185,19 ;$176,55 
Tesla;11/17/2022;$183,17 ;64335970;$183,96 ;$186,16 ;$180,90 
Tesla;11/16/2022;$186,92 ;66567600;$191,51 ;$192,57 ;$185,66 
Tesla;11/15/2022;$194,42 ;91293790;$195,88 ;$200,82 ;$192,06 
Tesla;11/14/2022;$190,95 ;92226650;$192,77 ;$195,73 ;$186,34 
Tesla;11/11/2022;$195,97 ;114403600;$186 ;$196,52 ;$182,59 
Tesla;11/10/2022;$190,72 ;132703000;$189,90 ;$191 ;$180,03 
Tesla;11/09/2022;$177,59 ;127062700;$190,78 ;$195,89 ;$177,12 
Tesla;11/08/2022;$191,30 ;128803400;$194,02 ;$195,20 ;$186,75 
Tesla;11/07/2022;$197,08 ;93916520;$208,65 ;$208,90 ;$196,66 
Tesla;11/04/2022;$207,47 ;98622210;$222,60 ;$223,80 ;$203,08 
Tesla;11/03/2022;$215,31 ;56538850;$211,36 ;$221,20 ;$210,14 
Tesla;11/02/2022;$214,98 ;63070290;$226,04 ;$227,87 ;$214,82 
Tesla;11/01/2022;$227,82 ;62688820;$234,05 ;$237,40 ;$227,28 
Tesla;10/31/2022;$227,54 ;61554340;$226,19 ;$229,85 ;$221,94 
Tesla;10/28/2022;$228,52 ;69152390;$225,40 ;$228,86 ;$216,35 
Tesla;10/27/2022;$225,09 ;61638820;$229,77 ;$233,81 ;$222,85 
Tesla;10/26/2022;$224,64 ;85327080;$219,40 ;$230,60 ;$218,20 
Tesla;10/25/2022;$222,42 ;96507870;$210,10 ;$224,35 ;$210 
Tesla;10/24/2022;$211,25 ;100446800;$205,82 ;$213,50 ;$198,59 
Tesla;10/21/2022;$214,44 ;75713750;$206,42 ;$214,66 ;$203,80 
Tesla;10/20/2022;$207,28 ;117798100;$208,28 ;$215,55 ;$202 
Tesla;10/19/2022;$222,04 ;66571480;$219,80 ;$222,93 ;$217,78 
Tesla;10/18/2022;$220,19 ;75891910;$229,50 ;$229,82 ;$217,25 
Tesla;10/17/2022;$219,35 ;79428810;$210,04 ;$221,86 ;$209,45 
Tesla;10/14/2022;$204,99 ;94124510;$224,01 ;$226,26 ;$204,16 
Tesla;10/13/2022;$221,72 ;91483050;$208,30 ;$222,99 ;$206,22 
Tesla;10/12/2022;$217,24 ;66860700;$215,33 ;$219,30 ;$211,51 
Tesla;10/11/2022;$216,50 ;77013200;$220,95 ;$225,75 ;$215 
Tesla;10/10/2022;$222,96 ;67925020;$223,93 ;$226,99 ;$218,36 
Tesla;10/07/2022;$223,07 ;83916800;$233,94 ;$234,57 ;$222,02 
Tesla;10/06/2022;$238,13 ;69298440;$239,44 ;$244,58 ;$235,35 
Tesla;10/05/2022;$240,81 ;86982670;$245,01 ;$246,67 ;$233,27 
Tesla;10/04/2022;$249,44 ;109578500;$250,52 ;$257,50 ;$242,01 
Tesla;10/03/2022;$242,40 ;98363540;$254,50 ;$255,16 ;$241,01 
Tesla;09/30/2022;$265,25 ;67726600;$266,15 ;$275,57 ;$262,47 
Tesla;09/29/2022;$268,21 ;77620640;$282,76 ;$283,65 ;$265,78 
Tesla;09/28/2022;$287,81 ;54664810;$283,08 ;$289 ;$277,57 
Tesla;09/27/2022;$282,94 ;61925190;$283,84 ;$288,67 ;$277,51 
Tesla;09/26/2022;$276,01 ;58076910;$271,83 ;$284,09 ;$270,31 
Tesla;09/23/2022;$275,33 ;63748360;$283,09 ;$284,50 ;$272,82 
Tesla;09/22/2022;$288,59 ;70545410;$299,86 ;$301,29 ;$285,82 
Tesla;09/21/2022;$300,80 ;62555660;$308,29 ;$313,80 ;$300,63 
Tesla;09/20/2022;$308,73 ;61642780;$306,91 ;$313,33 ;$305,58 
Tesla;09/19/2022;$309,07 ;60231160;$300,09 ;$309,84 ;$297,80 
Tesla;09/16/2022;$303,35 ;87087790;$299,61 ;$303,71 ;$295,60 
Tesla;09/15/2022;$303,75 ;64795520;$301,83 ;$309,12 ;$300,72 
Tesla;09/14/2022;$302,61 ;72628650;$292,24 ;$306 ;$291,64 
Tesla;09/13/2022;$292,13 ;68229620;$292,90 ;$297,40 ;$290,40 
Tesla;09/12/2022;$304,42 ;48674600;$300,72 ;$305,49 ;$300,40 
Tesla;09/09/2022;$299,68 ;54470850;$291,67 ;$299,85 ;$291,25 
Tesla;09/08/2022;$289,26 ;53713120;$281,30 ;$289,50 ;$279,76 
Tesla;09/07/2022;$283,70 ;50028920;$273,10 ;$283,84 ;$272,27 
Tesla;09/06/2022;$274,42 ;55859980;$272,68 ;$275,99 ;$265,74 
Tesla;09/02/2022;$270,21 ;50890090;$281,07 ;$282,35 ;$269,08 
Tesla;09/01/2022;$277,16 ;54287020;$272,58 ;$277,58 ;$266,15 
Tesla;08/31/2022;$275,61 ;52107340;$280,62 ;$281,25 ;$271,81 
Tesla;08/30/2022;$277,70 ;50541760;$287,87 ;$288,48 ;$272,65 
Tesla;08/29/2022;$284,82 ;41864740;$282,83 ;$287,74 ;$280,70 
Tesla;08/26/2022;$288,09 ;57163950;$297,43 ;$302 ;$287,47 
Tesla;08/25/2022;$296,07 ;53230010;$302,36 ;$302,96 ;$291,60 
Tesla;08/24/2022;$297,10 ;57259716;$297,56 ;$303,65 ;$296,50 
Tesla;08/23/2022;$296,45 ;63985056;$291,45 ;$298,83 ;$287,92 
Tesla;08/22/2022;$289,91 ;55843356;$291,91 ;$292,40 ;$286,30 
Tesla;08/19/2022;$296,67 ;61395396;$299 ;$300,36 ;$292,50 
Tesla;08/18/2022;$302,87 ;47500535;$306 ;$306,50 ;$301,85 
Tesla;08/17/2022;$304,00 ;68765977;$303,40 ;$309,66 ;$300,03 
Tesla;08/16/2022;$306,56 ;88136319;$311,67 ;$314,67 ;$302,88 
Tesla;08/15/2022;$309,32 ;89359179;$301,79 ;$313,13 ;$301,23 
Tesla;08/12/2022;$300,03 ;79657298;$289,42 ;$300,16 ;$285,03 
Tesla;08/11/2022;$286,63 ;70155067;$296,51 ;$298,24 ;$285,83 
Tesla;08/10/2022;$294,36 ;94918869;$297,07 ;$297,51 ;$283,37 
Tesla;08/09/2022;$283,33 ;86244699;$290,29 ;$292,40 ;$279,35 
Tesla;08/08/2022;$290,42 ;99365290;$295 ;$305,20 ;$289,09 
Tesla;08/05/2022;$288,17 ;113172911;$302,67 ;$304,61 ;$285,54 
Tesla;08/04/2022;$308,63 ;72256327;$311 ;$313,61 ;$305 
Tesla;08/03/2022;$307,40 ;80091128;$305 ;$309,55 ;$301,15 
Tesla;08/02/2022;$300,59 ;95577490;$294,00 ;$307,83 ;$292,67 
Tesla;08/01/2022;$297,28 ;117042912;$301,28 ;$311,88 ;$295 
Tesla;07/29/2022;$297,15 ;95312890;$280,70 ;$298,32 ;$279,10 
Tesla;07/28/2022;$280,90 ;84723008;$280,07 ;$283,30 ;$272,80 
Tesla;07/27/2022;$274,82 ;88110009;$263,81 ;$275,93 ;$261,79 
Tesla;07/26/2022;$258,86 ;66820777;$266,51 ;$267,31 ;$256,26 
Tesla;07/25/2022;$268,43 ;64073526;$272,22 ;$274,15 ;$267,40 
Tesla;07/22/2022;$272,24 ;103472860;$276,22 ;$280,79 ;$270,71 
Tesla;07/21/2022;$271,71 ;142032194;$255,11 ;$273,27 ;$254,87 
Tesla;07/20/2022;$247,50 ;88864089;$246,78 ;$250,66 ;$243,48 
Tesla;07/19/2022;$245,53 ;80890118;$245 ;$247,14 ;$236,98 
Tesla;07/18/2022;$240,55 ;82537448;$244,94 ;$250,52 ;$239,60 
Tesla;07/15/2022;$240,07 ;69683017;$240 ;$243,62 ;$236,89 
Tesla;07/14/2022;$238,31 ;78557498;$234,90 ;$238,65 ;$229,33 
Tesla;07/13/2022;$237,04 ;97954510;$225,50 ;$242,06 ;$225,03 
Tesla;07/12/2022;$233,07 ;87930969;$236,85 ;$239,77 ;$228,37 
Tesla;07/11/2022;$234,34 ;99509230;$252,10 ;$253,06 ;$233,63 
Tesla;07/08/2022;$250,76 ;101854090;$242,33 ;$254,98 ;$241,16 
Tesla;07/07/2022;$244,54 ;81930698;$233,92 ;$245,36 ;$232,21 
Tesla;07/06/2022;$231,73 ;71853637;$230,78 ;$234,56 ;$227,19 
Tesla;07/05/2022;$233,07 ;84779108;$223 ;$233,15 ;$216,17 
Tesla;07/01/2022;$227,26 ;74460457;$227 ;$230,23 ;$222,12 
Tesla;06/30/2022;$224,47 ;94600449;$224,51 ;$229,46 ;$218,86 
Tesla;06/29/2022;$228,49 ;82897268;$230,50 ;$231,17 ;$222,27 
Tesla;06/28/2022;$232,66 ;90666519;$244,48 ;$249,97 ;$232,34 
Tesla;06/27/2022;$244,92 ;89178309;$249,37 ;$252,07 ;$242,57 
Tesla;06/24/2022;$245,71 ;95770720;$237,47 ;$246,07 ;$236,09 
Tesla;06/23/2022;$235,07 ;104202700;$237,91 ;$239,32 ;$228,64 
Tesla;06/22/2022;$236,09 ;101527270;$234,50 ;$246,83 ;$233,83 
Tesla;06/21/2022;$237,04 ;122792982;$224,60 ;$243,58 ;$224,33 
Tesla;06/17/2022;$216,76 ;92641779;$213,43 ;$220,97 ;$213,20 
Tesla;06/16/2022;$213,10 ;107390711;$222,74 ;$225,17 ;$208,69 
Tesla;06/15/2022;$233 ;119131962;$220,92 ;$235,66 ;$218,15 
Tesla;06/14/2022;$220,89 ;97988800;$218,29 ;$226,33 ;$211,74 
Tesla;06/13/2022;$215,74 ;102767260;$223,17 ;$226,63 ;$214,68 
Tesla;06/10/2022;$232,23 ;98090920;$235,16 ;$239,50 ;$227,91 
Tesla;06/09/2022;$239,71 ;96491320;$249,34 ;$255,55 ;$239,33 
Tesla;06/08/2022;$241,87 ;76210628;$240,09 ;$249,96 ;$239,18 
Tesla;06/07/2022;$238,89 ;72808597;$234 ;$240,00 ;$230,09 
Tesla;06/06/2022;$238,28 ;84204518;$244,35 ;$244,87 ;$234,35 
Tesla;06/03/2022;$234,52 ;112393751;$243,23 ;$247,80 ;$233,42 
Tesla;06/02/2022;$258,33 ;93473139;$244,16 ;$264,21 ;$242,07 
Tesla;06/01/2022;$246,79 ;77247968;$251,72 ;$257,33 ;$243,64 
Tesla;05/31/2022;$252,75 ;101914390;$257,95 ;$259,60 ;$244,74 
Tesla;05/27/2022;$253,21 ;89294979;$241,08 ;$253,27 ;$240,18 
Tesla;05/26/2022;$235,91 ;106003361;$220,47 ;$239,56 ;$217,89 
Tesla;05/25/2022;$219,60 ;92139339;$207,95 ;$223,11 ;$207,67 
Tesla;05/24/2022;$209,39 ;89092539;$217,84 ;$217,97 ;$206,86 
Tesla;05/23/2022;$224,97 ;88903659;$218,34 ;$226,65 ;$212,69 
Tesla;05/20/2022;$221,30 ;144973334;$238,00 ;$240,53 ;$211 
Tesla;05/19/2022;$236,47 ;90296679;$235,67 ;$244,67 ;$231,37 
Tesla;05/18/2022;$236,60 ;87811809;$248,17 ;$253,50 ;$233,60 
Tesla;05/17/2022;$253,87 ;80236118;$249,12 ;$254,83 ;$242,95 
Tesla;05/16/2022;$241,46 ;86098539;$255,72 ;$256,59 ;$239,70 
Tesla;05/13/2022;$256,53 ;92150739;$257,83 ;$262,45 ;$250,52 
Tesla;05/12/2022;$242,67 ;140312864;$233,67 ;$253,22 ;$226,67 
Tesla;05/11/2022;$244,67 ;97224460;$265 ;$269,92 ;$242,40 
Tesla;05/10/2022;$266,68 ;84401648;$273,10 ;$275,12 ;$258,08 
Tesla;05/09/2022;$262,37 ;90810219;$278,82 ;$281,88 ;$260,38 
Tesla;05/06/2022;$288,55 ;72903127;$295,67 ;$296 ;$281,04 
Tesla;05/05/2022;$291,09 ;92519199;$313,07 ;$315,20 ;$285,90 
Tesla;05/04/2022;$317,54 ;81643718;$301,31 ;$318,50 ;$295,09 
Tesla;05/03/2022;$303,08 ;63709596;$301,06 ;$308,03 ;$296,20 
Tesla;05/02/2022;$300,98 ;75781388;$286,92 ;$302,12 ;$282,68 
Tesla;04/29/2022;$290,25 ;88133019;$300,75 ;$311,47 ;$290 
Tesla;04/28/2022;$292,50 ;124948542;$299,99 ;$300 ;$273,90 
Tesla;04/27/2022;$293,84 ;76956398;$299,53 ;$306 ;$292,45 
Tesla;04/26/2022;$292,14 ;136133684;$331,81 ;$333,33 ;$291,67 
Tesla;04/25/2022;$332,67 ;68341357;$326,32 ;$336,21 ;$325,10 
Tesla;04/22/2022;$335,02 ;69696577;$338,30 ;$344,95 ;$331,33 
Tesla;04/21/2022;$336,26 ;105416351;$358,24 ;$364,07 ;$332,14 
Tesla;04/20/2022;$325,73 ;70711327;$343,33 ;$344,67 ;$325,08 
Tesla;04/19/2022;$342,72 ;49847825;$335,02 ;$344,98 ;$331,78 
Tesla;04/18/2022;$334,76 ;51715235;$329,68 ;$338,31 ;$324,47 
Tesla;04/14/2022;$328,33 ;58422426;$333,10 ;$337,57 ;$327,40 
Tesla;04/13/2022;$340,79 ;55121226;$327,03 ;$342,08 ;$324,37 
Tesla;04/12/2022;$328,98 ;65976097;$332,55 ;$340,40 ;$325,53 
Tesla;04/11/2022;$325,31 ;59357226;$326,80 ;$336,16 ;$324,88 
Tesla;04/08/2022;$341,83 ;55013706;$347,74 ;$349,48 ;$340,81 
Tesla;04/07/2022;$352,42 ;79447058;$350,80 ;$358,86 ;$340,51 
Tesla;04/06/2022;$348,59 ;89348559;$357,82 ;$359,67 ;$342,57 
Tesla;04/05/2022;$363,75 ;80075018;$378,77 ;$384,29 ;$362,43 
Tesla;04/04/2022;$381,82 ;82177718;$363,13 ;$383,30 ;$357,51 
Tesla;04/01/2022;$361,53 ;54263225;$360,38 ;$364,92 ;$355,55 
Tesla;03/31/2022;$359,20 ;48992765;$364,86 ;$367,71 ;$358,88 
Tesla;03/30/2022;$364,66 ;59865006;$363,72 ;$371,32 ;$361,33 
Tesla;03/29/2022;$366,52 ;73614817;$369,33 ;$371,59 ;$357,70 
Tesla;03/28/2022;$363,95 ;102506080;$355,03 ;$365,96 ;$351,20 
Tesla;03/25/2022;$336,88 ;62031546;$336 ;$340,60 ;$332,44 
Tesla;03/24/2022;$337,97 ;68920897;$336,58 ;$341,50 ;$329,60 
Tesla;03/23/2022;$333,04 ;120676152;$326,65 ;$346,90 ;$325,47 
Tesla;03/22/2022;$331,33 ;105868571;$310 ;$332,62 ;$307,25 
Tesla;03/21/2022;$307,05 ;81981668;$304,99 ;$314,28 ;$302,36 
Tesla;03/18/2022;$301,80 ;100414210;$291,50 ;$302,62 ;$289,13 
Tesla;03/17/2022;$290,53 ;66582967;$277,00 ;$291,67 ;$275,24 
Tesla;03/16/2022;$280,08 ;84028838;$269,67 ;$280,67 ;$267,42 
Tesla;03/15/2022;$267,30 ;66841147;$258,42 ;$268,52 ;$252,19 
Tesla;03/14/2022;$255,46 ;71152267;$260,20 ;$266,90 ;$252,01 
Tesla;03/11/2022;$265,12 ;67037167;$280,07 ;$281,27 ;$264,59 
Tesla;03/10/2022;$279,43 ;58648656;$283,82 ;$284,82 ;$270,12 
